Youtuber,Title,Published_date,Views,Likes,Comments
mkbhd,iPhone 12 Mini Review: Tiny Tradeoffs!,2020-11-09T14:00:46Z,5388540,164286,7210
mkbhd,PlayStation 5 Controller: Major Key!,2020-11-01T00:20:12Z,3644455,165308,9933
mkbhd,iPhone 12 Pro Review: You Sure About That?,2020-10-30T03:44:44Z,8280025,236474,16900
mkbhd,PlayStation 5 Unboxing & Accessories!,2020-10-27T12:00:37Z,14123689,588158,39633
mkbhd,iPhone 12 Review: Just Got Real!,2020-10-25T22:54:32Z,13114484,325648,21231
mkbhd,Google Pixel 5 Review: Software Special!,2020-10-23T21:04:52Z,4592493,147800,8453
mkbhd,Huawei Mate 40 Pro Impressions: Technically Awesome!,2020-10-22T12:30:41Z,2809685,111685,7958
mkbhd,iPad Air 2020: The Real iPad Pro Killer!,2020-10-21T13:00:58Z,7036012,208409,11637
mkbhd,iPhone 12 Unboxing Experience + MagSafe Demo!,2020-10-20T13:01:24Z,12727392,434687,33425
mkbhd,LG Wing: The Swiveling Smartphone!,2020-10-16T22:01:26Z,5115563,178181,13234
mkbhd,The $200 Smartphone?!,2020-10-15T15:00:52Z,2264041,102173,12471
mkbhd,Google Pixel 5 Impressions: A New Strategy?,2020-10-14T20:44:44Z,3855807,134548,8589
mkbhd,OnePlus 8T Review: The Awkward Middle Child!,2020-10-14T14:43:50Z,3293214,112303,9670
mkbhd,Apple iPhone 12 Lineup Reactions!,2020-10-14T00:31:14Z,6750016,230789,26033
mkbhd,Why Don't People Buy Sony Smartphones?,2020-10-05T23:21:59Z,7765003,312651,35564
mkbhd,Apple Watch Series 6 Review: It's Bait!,2020-10-02T21:53:13Z,4539221,129464,5993
mkbhd,The Galaxy S20 Fan Edition: Hear Me Out!,2020-09-29T00:11:19Z,5275180,161906,38675
mkbhd,The Ultimate iOS 14 Homescreen Setup Guide!,2020-09-25T00:49:33Z,12187519,313914,13167
mkbhd,Can You Actually Game in 8K? (RTX 3090 Gameplay!),2020-09-23T04:13:29Z,11017869,328524,26662
mkbhd,Porsche Taycan Turbo: I Almost Switched!  [Auto Focus Ep 6],2020-09-22T00:34:56Z,4553796,160417,14536
mkbhd,Xbox Series X/S Design Impressions!,2020-09-18T18:45:24Z,2417940,113105,9289
mkbhd,Apple Watch Series 6: Everything New! (Product RED),2020-09-17T13:00:48Z,5338041,160245,8683
mkbhd,Talking Tech and The Metaverse with Mark Zuckerberg!,2020-09-16T18:12:58Z,3731872,201006,16293
mkbhd,Galaxy Z Fold 2 Review: Folding King... But For What?,2020-09-12T16:20:11Z,2817551,99879,8399
mkbhd,"Surface Duo Review: The Good, The Bad & The Ugly!",2020-09-10T13:00:43Z,2893010,102525,7882
mkbhd,Moto RAZR 2 Impressions: Nostalgia Reloaded?,2020-09-09T19:00:04Z,2628534,99196,5451
mkbhd,Samsung Galaxy Z Fold 2 Unboxing: 3 Major Upgrades!,2020-09-03T03:47:08Z,3478138,137871,8878
mkbhd,Surface Duo Unboxing & Impressions: Hinge Goals!,2020-08-26T21:16:46Z,3041379,121031,9317
mkbhd,Samsung Galaxy Nope 20!,2020-08-26T01:00:06Z,3572546,131329,13378
mkbhd,6K RED Komodo Impressions: The Mini Cine Camera!,2020-08-21T15:36:44Z,1891371,77914,5159
mkbhd,Galaxy Note 20 Ultra Review: It Better Be Good!,2020-08-18T14:00:55Z,5005517,158400,13459
mkbhd,Dope Tech: The iPad Pro Killer?!,2020-08-17T14:53:04Z,7940036,261120,12859
mkbhd,Sony WH-1000XM4 Review: The Final Form!,2020-08-13T15:45:13Z,5648331,189490,10066
mkbhd,Dope Tech: Boston Dynamics Robot Dog!,2020-08-11T03:17:19Z,6525322,243192,15724
mkbhd,The Last Intel Mac VS The Osborne Effect!,2020-08-06T16:00:32Z,1717722,67868,4159
mkbhd,Samsung Galaxy Note 20 Ultra Impressions: Ultra Premium!,2020-08-05T14:00:28Z,3597074,135364,15758
mkbhd,Google Pixel 4a Review: Simple and Clean!,2020-08-03T15:01:04Z,5866971,196279,13014
mkbhd,The TRUTH About OnePlus Nord!,2020-07-27T23:05:07Z,4419575,154205,9602
mkbhd,Why Tesla Model Y is Their Most Important Car! [Auto Focus Ep 5],2020-07-25T01:09:58Z,3738452,130893,6372
mkbhd,Asus ROG Phone 3 Review: The Spec King Returns!,2020-07-22T15:29:54Z,3530536,120044,9032
mkbhd,OnePlus Nord Impressions: Back to Budget!,2020-07-21T14:23:21Z,2784070,123369,9347
mkbhd,Dope Tech: The Biggest Ultrawide Monitor!,2020-07-18T22:57:51Z,4340782,156381,5694
mkbhd,OnePlus Nord Reveal! How Much Do Smartphones Actually Cost?,2020-07-14T14:00:12Z,3904830,171744,12649
mkbhd,Can You Trust MKBHD?,2020-07-09T21:30:01Z,4220664,254283,18560
mkbhd,iPhone 12: What to Expect!,2020-07-07T00:20:37Z,5052018,162568,11507
mkbhd,On the iPhone With No Charger...,2020-07-01T19:56:45Z,4487278,193951,34510
mkbhd,Apple Responds to Your Comments!,2020-06-26T15:30:06Z,6486512,256670,17363
mkbhd,iOS 14 Hands-On: Everything New!,2020-06-23T22:48:43Z,10465890,320610,25021
mkbhd,WWDC 2020 Impressions: Widgets and The Great Transition!,2020-06-23T01:50:53Z,4773321,210736,20530
mkbhd,Samsung Galaxy Buds Plus: The Go-To!,2020-06-19T21:40:00Z,3201140,121799,7479
mkbhd,PS5 Impressions: My Thoughts!,2020-06-17T21:35:13Z,5711571,216877,17300
mkbhd,The Largest Daily Driver Unboxing!,2020-06-16T22:25:27Z,2594583,115584,12490
mkbhd,Top 5 Android 11 Features: Big Tweaks!,2020-06-16T01:30:05Z,3915100,142749,8188
mkbhd,CyberTruck Phone Impressions... Ridiculous,2020-06-11T21:16:42Z,3722985,140283,8214
mkbhd,Dope Tech:  The $3500 Bluetooth Speaker!,2020-06-09T22:25:28Z,5865581,172654,5348
mkbhd,Reflecting on the Color of My Skin,2020-06-04T21:11:41Z,7278729,683003,50687
mkbhd,Escobar Responds! A PSA,2020-05-29T14:00:15Z,7179531,281959,14570
mkbhd,Poco F2 Pro: The Full Screen Deal!,2020-05-26T23:12:01Z,4191675,120942,8212
mkbhd,How Teslas Upgrade Over Time!,2020-05-23T00:23:03Z,3708972,156986,5538
mkbhd,Surface Headphones 2: Matte Black Everything!,2020-05-19T23:30:20Z,2043310,80630,4336
mkbhd,The Budget Phone Blueprint!,2020-05-15T23:30:33Z,2418498,91478,9397
mkbhd,The Fastest Phone of 2020!,2020-05-13T22:41:33Z,4260221,126912,7494
mkbhd,The $700 Mac Pro Wheels: Explained!,2020-05-09T15:27:40Z,7368475,239834,22415
mkbhd,"The 2020 13"" MacBook Pro Impressions: Wait a Minute!",2020-05-07T12:30:40Z,4629130,114659,7522
mkbhd,Google Pixel Buds Review: WAY Better!,2020-05-05T20:25:34Z,4272550,143485,8654
mkbhd,iPhone 11 Pro Review: 6 Months Later!,2020-05-02T14:13:15Z,4259586,131741,8330
mkbhd,Moto Edge+ Review: We Need to Talk!,2020-04-30T13:00:42Z,4095437,122033,9453
mkbhd,"World's ""FASTEST"" Gaming PC!",2020-04-27T21:53:34Z,3425357,145663,8627
mkbhd,iPhone SE (2020) Review: It All Adds Up!,2020-04-22T13:00:33Z,9806783,301209,26389
mkbhd,Apple Magic Keyboard: Floating iPad Pro?,2020-04-20T19:21:06Z,7361508,193687,10779
mkbhd,iPhone SE (2020) Honest Thoughts...,2020-04-17T18:25:04Z,4300255,161891,17535
mkbhd,OnePlus 8 Review: Special No More!,2020-04-16T22:00:14Z,3496064,100967,6873
mkbhd,OnePlus 8 Pro Review: Finally a Flagship!,2020-04-14T15:51:12Z,6560715,182966,14989
mkbhd,Last Video in this Studio!,2020-04-06T20:56:14Z,1587991,97526,6210
mkbhd,What's On My Phone: 2020!,2020-03-28T15:42:33Z,3955596,122332,7663
mkbhd,Huawei P40 Pro Impressions: What We Should Copy!,2020-03-26T13:30:37Z,3750013,97196,7686
mkbhd,2020 MacBook Air Impressions: A Clean Refresh!,2020-03-20T12:30:40Z,5803028,175457,6434
mkbhd,The Rollable Smartphone?,2020-03-17T00:04:05Z,2827990,96804,7589
mkbhd,Samsung Galaxy S20 Review: All the Right Moves!,2020-03-14T16:00:45Z,4378920,104715,7586
mkbhd,The Truth About the Escobar Folding Phone!,2020-03-10T21:14:56Z,8768856,351595,17851
mkbhd,Oppo Find X2 Pro: One-Upping the Champ?,2020-03-06T10:00:37Z,3081161,88887,5173
mkbhd,Samsung Galaxy S20 Ultra Review: Attack of the Numbers!,2020-03-03T00:51:26Z,7213007,147424,11288
mkbhd,Xiaomi Mi Mix Alpha Impressions: The Wraparound Display!,2020-02-28T14:00:32Z,16647413,408331,23252
mkbhd,The 2020 Mac Pro: A Silent Killer!,2020-02-25T22:33:07Z,4349126,128723,7986
mkbhd,MKBHD Studio 2020 Build: Part 1!,2020-02-23T17:00:22Z,2259292,100795,5832
mkbhd,Galaxy Z Flip vs Moto RAZR 2020: 10 Differences!,2020-02-21T17:01:16Z,3123045,68470,3920
mkbhd,Samsung Galaxy Z Flip Unboxing: It's Growing on Me!,2020-02-19T23:29:43Z,4500490,108130,5663
mkbhd,Talking Tech and 2020 with Bill Gates!,2020-02-14T21:32:43Z,3671606,153798,8308
mkbhd,Samsung Galaxy Z Flip Impressions: Mixed Feelings!,2020-02-12T02:37:37Z,5928434,170184,10316
mkbhd,Samsung Galaxy S20 Ultra Impressions: 108 Megapixels!,2020-02-11T19:01:20Z,7426155,173764,14664
mkbhd,"Galaxy S20 Impressions: New Year, New Samsung!",2020-02-11T19:01:02Z,6294737,157558,9706
mkbhd,Foldable Moto RAZR Unboxing & Second Thoughts!,2020-02-10T14:00:40Z,2458271,76480,5996
mkbhd,Are we at Peak Smartphone?,2020-01-31T21:36:12Z,2545929,96565,7393
mkbhd,YouTube Diamond Play Button Review!,2020-01-25T22:53:48Z,5533721,221474,8849
mkbhd,Why Everyone is Copying AirPods: Explained!,2020-01-15T17:46:21Z,7160920,220063,11706
mkbhd,The MKBHD Setup Tour 2020!,2020-01-13T23:04:57Z,4325894,131208,6794
mkbhd,Dope Tech of CES 2020: Sony Made a Car?!,2020-01-09T14:50:58Z,2174702,75024,3317
mkbhd,OnePlus Concept One Phone: Disappearing Cameras?,2020-01-07T23:33:42Z,2569143,84439,3364
mkbhd,Most Overrated Tech? 8K Ask MKBHD 2020!,2020-01-06T00:30:45Z,2175586,96912,4736
mkbhd,The Banned Huawei Mate 30 Pro: Best Phone You Shouldn't Buy!,2020-01-03T01:00:19Z,4002685,99745,6666
mkbhd,2020 Tech I'm Ready For!,2019-12-31T01:54:57Z,2833396,102815,5241
mkbhd,The Most Expensive iPhone in the World!,2019-12-27T01:00:03Z,3899978,149593,11192
mkbhd,Smartphone Awards 2019!,2019-12-24T04:24:34Z,7121797,225304,22542
mkbhd,Would a Walkman work in space?,2019-12-23T17:00:11Z,269989,8332,689
mkbhd,Dope Tech: The World's Largest 8K OLED!,2019-12-21T20:44:56Z,3713476,104502,4120
mkbhd,"10,000,000!",2019-12-18T15:10:55Z,2976334,312188,20056
mkbhd,The Blind Smartphone Camera Test 2019!,2019-12-17T00:50:07Z,2571939,116153,12908
mkbhd,Console Wars!,2019-12-16T17:00:00Z,480145,12399,1283
mkbhd,Apple Pro Display XDR: A Grand Stand?!,2019-12-13T03:10:55Z,4694813,126296,7884
mkbhd,Mac Pro Unboxing & Second Impressions: The Power is Back!,2019-12-10T17:01:51Z,5001368,167756,14772
mkbhd,A look inside the original Macintosh,2019-12-09T17:00:11Z,454059,12719,527
mkbhd,Testing Real 5G: Part 2!,2019-12-05T14:00:17Z,2966634,91897,8180
mkbhd,Favorite Tech of the Year Rewind Collab!,2019-12-04T00:42:11Z,1729946,89923,5319
mkbhd,RETRO TECH: DYNATAC,2019-12-02T17:02:45Z,0,0,2115
mkbhd,RETRO TECH: POLAROID,2019-12-02T17:02:18Z,0,0,2136
mkbhd,RETRO TECH: WALKMAN,2019-12-02T17:01:53Z,0,0,4728
mkbhd,RETRO TECH: SEGA GENESIS,2019-12-02T17:01:25Z,0,0,7315
mkbhd,RETRO TECH: MACINTOSH,2019-12-02T17:01:00Z,0,0,9449
mkbhd,Analog vs. Digital Cameras,2019-12-02T17:00:35Z,385346,11107,285
mkbhd,RETRO TECH: CAMCORDER,2019-12-02T17:00:10Z,9235313,144267,6376
mkbhd,"16"" MacBook Pro Review: Now Do It Again!",2019-11-28T02:10:40Z,3368165,89848,4904
mkbhd,RETRO TECH: OFFICIAL TRAILER,2019-11-25T17:00:17Z,2585995,117950,5089
mkbhd,Why I Ordered a Tesla CyberTruck!,2019-11-24T00:07:12Z,8637598,283086,25651
mkbhd,Tesla CyberTruck Impressions & First Drive!,2019-11-22T09:55:51Z,10467361,225708,34861
mkbhd,The 108-Megapixel Smartphone Camera?!,2019-11-19T22:57:45Z,3291482,94842,6539
mkbhd,2020 Moto RAZR Impressions! The Return of a Folding Icon!,2019-11-14T08:38:20Z,7667898,173816,15972
mkbhd,"16"" Macbook Pro First Impressions!",2019-11-13T13:30:53Z,3245396,99000,5138
mkbhd,iPhone 11 Pro vs Original iPhone!,2019-11-07T22:39:45Z,4471668,123495,14601
mkbhd,AirPods Pro Review: Imperfectly Perfect!,2019-11-05T01:21:56Z,7386216,205653,8769
mkbhd,Beats Solo Pro: Return to Excellence!,2019-11-01T22:26:08Z,2542325,75288,3875
mkbhd,LG G8X Proves Foldables are Coming!,2019-10-31T18:30:10Z,2710442,73978,5334
mkbhd,AirPods Pro Unboxing & Impressions!,2019-10-29T12:00:31Z,10748738,272175,18549
mkbhd,Google Pixel 4 Review: Inside the Hype Machine!,2019-10-22T01:52:18Z,5713660,119103,11249
mkbhd,OnePlus 7T Pro: Tiny Tweaks to Excellence!,2019-10-18T03:18:46Z,2608450,71735,3870
mkbhd,Pixel 4 Impressions: Google and Gaps!,2019-10-16T00:54:20Z,4345651,118443,15623
mkbhd,This Is What Happens When You Re-Upload a YouTube Video 1000 Times!,2019-10-11T22:57:30Z,8261538,339443,19296
mkbhd,Apple Watch Series 5 Review: One Big Tradeoff!,2019-10-09T22:01:10Z,4361693,93881,5041
mkbhd,Talking Tech & Meme Review with Will Smith!,2019-10-08T00:35:19Z,2955685,155684,8033
mkbhd,Talking Tech with Microsoft CEO Satya Nadella!,2019-10-03T18:38:19Z,2525098,98162,5278
mkbhd,Hands-on with Microsoft's Future Foldables!,2019-10-02T17:55:35Z,3254208,92248,7002
mkbhd,2019 Microsoft Surface Family Impressions!,2019-10-02T15:30:34Z,3624547,92408,4501
mkbhd,iPhone 11 Review: Too Easy!,2019-09-30T19:31:38Z,9119469,207180,13011
mkbhd,"OnePlus 7T Review: High Refresh, Low Price!",2019-09-26T15:01:13Z,3630765,93483,6889
mkbhd,iPhone 11 Pro Review: For the Love of Cameras!,2019-09-20T01:42:25Z,9001677,193780,16184
mkbhd,Unboxing Every Green iPhone 11!,2019-09-17T10:01:00Z,4617225,125744,13790
mkbhd,Samsung Galaxy Fold Re-do: Everything New!,2019-09-15T23:17:18Z,7880730,169399,12207
mkbhd,Asus ROG Phone 2 Review: The Spec King!,2019-09-13T21:54:03Z,4247349,132920,13218
mkbhd,iPhone 11 Pro Impressions: What a Name!,2019-09-11T07:19:53Z,7748900,172643,24975
mkbhd,iPhone 11 Impressions: A Familiar Sequel!,2019-09-11T03:38:48Z,4804520,123354,14688
mkbhd,Dope Tech #20: Dual Screen Tech!,2019-09-06T23:28:58Z,3365424,87536,4031
mkbhd,Let's Talk About Porsche Taycan!,2019-09-05T00:27:08Z,2807833,94131,9327
mkbhd,Samsung Galaxy Note 10: But Why Tho?,2019-08-27T02:08:11Z,4934004,104675,7990
mkbhd,Samsung Galaxy Note 10+ Review: The Favorite Child!,2019-08-22T23:15:23Z,5238678,125289,11540
mkbhd,5G: Explained!,2019-08-19T22:25:12Z,9468007,260906,31950
mkbhd,Introducing Waveform: The MKBHD Podcast!,2019-08-13T19:02:38Z,712416,37578,2385
mkbhd,Apple Card Unboxing & Impressions!,2019-08-09T21:22:26Z,8244819,226879,12487
mkbhd,Samsung Galaxy Note 10/10+ Impressions: A Great Duo!,2019-08-07T20:01:17Z,7692225,205358,20127
mkbhd,Redmi K20 Pro Review: Incredible Value!,2019-07-26T22:52:01Z,4043643,105399,8474
mkbhd,The Last (and First) Folding Phone!,2019-07-20T21:56:56Z,9346937,158944,9014
mkbhd,The iPhone 11 Models!,2019-07-17T02:11:05Z,3732254,73227,15314
mkbhd,What's in my Tech Bag! [2019],2019-07-16T01:58:48Z,4251891,114280,5157
mkbhd,Boosted Rev: The Tesla of Electric Scooters!,2019-07-11T20:15:15Z,3713807,83040,5577
mkbhd,Bose Headphones 700: The King is Back!,2019-07-02T22:48:59Z,3549389,90235,4405
mkbhd,The iPad Only Challenge!,2019-06-28T23:29:37Z,5242160,132149,6481
mkbhd,PowerBeats Pro Review: Better than AirPods!,2019-06-27T03:21:00Z,4122134,98802,5337
mkbhd,OnePlus 7: Way Under the Radar!,2019-06-21T22:22:45Z,2444745,63882,4028
mkbhd,The Dream Smartphone! (2019),2019-06-18T03:51:57Z,2722168,102306,10409
mkbhd,The Closest Thing to AirPower!,2019-06-12T02:37:38Z,2027361,65167,1883
mkbhd,iPad OS Impressions: They Listened!,2019-06-08T00:22:54Z,5294352,155221,8250
mkbhd,Top 5 iOS 13 Features!,2019-06-06T00:33:13Z,5357156,149226,9793
mkbhd,2019 Mac Pro Impressions: Cheese Grater is Back!,2019-06-04T05:50:49Z,4258515,115637,15524
mkbhd,The 2019 iPod Touch: Why Does It Exist?,2019-05-31T22:25:34Z,8356170,197684,16245
mkbhd,Asus ZenFone 6: Swivel Camera Magic!,2019-05-29T21:23:03Z,2842074,75124,5813
mkbhd,Google Pixel 3a Review: A for Ace!,2019-05-24T21:25:40Z,3637350,87737,5719
mkbhd,The Huawei Ban: Explained!,2019-05-22T04:03:10Z,7614118,205455,35751
mkbhd,OnePlus 7 Pro: What You Didn't Know!,2019-05-20T22:02:25Z,4674978,109378,6056
mkbhd,Dope Tech: The Probe Lens!,2019-05-17T03:48:30Z,6146406,165533,6538
mkbhd,OnePlus 7 Pro Review: Silly Fast!,2019-05-14T16:00:15Z,8804560,209432,17338
mkbhd,Google Pixel 3a Impressions: Flips the Script!,2019-05-08T21:42:22Z,2330109,71835,7784
mkbhd,Galaxy Fold vs Huawei Mate X? Ask MKBHD V35!,2019-05-01T00:14:24Z,1560380,49058,2350
mkbhd,Samsung Galaxy Fold Review: We Gotta Talk!,2019-04-26T23:50:23Z,3832994,97790,8730
mkbhd,Huawei P30 Pro Review: Optical Excellence!,2019-04-24T22:58:39Z,3818178,79851,5979
mkbhd,Retro Tech: Game Boy,2019-04-19T16:00:06Z,39927390,220166,14498
mkbhd,The Broken Galaxy Folds: Explained!,2019-04-18T19:41:23Z,16791523,338778,30403
mkbhd,Samsung Galaxy Fold Unboxing: Magnets!,2019-04-16T20:35:45Z,23291586,355787,11496
mkbhd,Samsung Galaxy Fold Impressions!,2019-04-15T22:15:25Z,5233676,120734,11972
mkbhd,The MKBHD Gear Tour 2019!,2019-04-12T18:19:17Z,2882884,94454,5369
mkbhd,LG G8 Review: Master of None!,2019-04-09T16:00:39Z,2032881,58895,8316
mkbhd,This is Google Pixel 4 Ultra!,2019-04-01T12:02:12Z,3978629,157889,19179
mkbhd,The Death of AirPower: Explained!,2019-03-30T02:24:56Z,3476915,111685,7900
mkbhd,AirPods 2: Literally Everything New!,2019-03-26T23:52:30Z,6856307,153442,10682
mkbhd,Huawei P30 Pro Impressions: The Ultimate Camera?,2019-03-26T13:30:29Z,2064474,64278,4801
mkbhd,Top 5 Android Q Features!,2019-03-18T22:53:56Z,2730243,80603,9334
mkbhd,Tesla Model Y Impressions!,2019-03-15T09:57:11Z,4464980,117636,5913
mkbhd,Samsung Galaxy S10e Review: Why Not?,2019-03-12T22:46:04Z,6255675,140462,11991
mkbhd,Samsung Galaxy S10+ Review: The Bar is Set!,2019-03-07T02:55:12Z,6171007,163889,13657
mkbhd,OnePlus 6T Revisited: Better than Pixel 3?,2019-03-01T21:56:42Z,2205093,63717,6235
mkbhd,The Galaxy S10's Incredible Display!,2019-02-26T22:20:44Z,4612773,127613,9680
mkbhd,LG G8 Impressions: Can't Touch This!,2019-02-24T18:45:31Z,3427971,78274,9163
mkbhd,Countdown to 8 Million!,2019-02-21T17:56:04Z,0,15,0
mkbhd,Samsung Galaxy S10 Impressions!,2019-02-20T19:30:55Z,10930596,234608,24644
mkbhd,Samsung Galaxy S10E Impressions!,2019-02-20T19:30:40Z,3438496,83574,8119
mkbhd,Apollo is Back - My Tesla Repair Process!,2019-02-16T00:37:56Z,2529606,83343,5340
mkbhd,via Twitter for iPhone,2019-02-14T00:27:58Z,3948440,199826,12004
mkbhd,Talking Tech & Saving the World with Bill Gates!,2019-02-12T13:22:47Z,5858092,300874,18078
mkbhd,What's on my Tech: 2019!,2019-02-07T23:12:28Z,3612156,79024,5026
mkbhd,The Samsung Galaxy S10 Model!,2019-02-04T23:26:46Z,5570164,103302,11109
mkbhd,Sony WH1000XM3 Review: A New ANC King!,2019-02-01T09:27:55Z,3548784,95539,6604
mkbhd,Foldable Phones Aren't Ready (Yet),2019-01-28T20:35:28Z,1539425,54088,4908
mkbhd,Behind the Scenes of the UnboxTherapy Studio!,2019-01-26T20:45:19Z,5550491,218517,9672
mkbhd,First Look at the Hole-Punch Display!,2019-01-16T00:55:42Z,3685275,93990,12117
mkbhd,Riding in a Driverless Taxi at CES 2019!,2019-01-11T08:31:30Z,4591289,141452,9827
mkbhd,The Rollable OLED TV: The Potential is Real!,2019-01-09T23:15:04Z,2637031,78257,3620
mkbhd,Starting a Podcast? 100% Roadster? Ask MKBHD V34!,2019-01-07T21:52:33Z,934189,47027,2783
mkbhd,Xiaomi Mi Mix 3: The Ultimate Slider?,2019-01-03T23:53:24Z,2327561,75380,6324
mkbhd,2019 Tech I'm Ready For!,2019-01-01T19:43:59Z,3560381,101024,9435
mkbhd,My YouTube REWIND 2018!,2018-12-23T18:41:56Z,1471131,99169,8612
mkbhd,Google Pixel Slate: This Ain't It Chief!,2018-12-22T02:15:24Z,4099470,107728,9947
mkbhd,Smartphone Awards 2018!,2018-12-19T04:30:34Z,6144334,199545,22533
mkbhd,Huawei Mate 20 Pro Review: The People's Choice!,2018-12-15T19:24:23Z,2582859,68465,7020
mkbhd,The Problem with YouTube Rewind!,2018-12-12T16:30:38Z,7731415,374050,34493
mkbhd,Top 5 McLaren 720S Features! [Auto Focus Ep. 4],2018-12-11T19:32:44Z,1878609,70624,4059
mkbhd,The Blind Smartphone Camera Test 2018!,2018-12-04T06:26:06Z,3039488,128221,17787
mkbhd,"Let's Talk About Tesla ""Killers!""",2018-11-30T20:45:46Z,3301961,105064,9984
mkbhd,2018 Macbook Air Review: No Risk!,2018-11-29T02:36:55Z,2855127,66108,5645
mkbhd,My Favorite Wireless Headphones | 2018!,2018-11-21T15:36:56Z,3947264,99842,7289
mkbhd,RIP Apollo (for now),2018-11-19T18:21:39Z,2738924,87465,9336
mkbhd,iPad Pro Review: The Best Ever... Still an iPad!,2018-11-15T03:09:34Z,5456569,118963,9780
mkbhd,iPhone XR Review: No Need to Panic!,2018-11-12T23:57:51Z,8082310,170213,16036
mkbhd,Let's Talk About the Foldable Smartphone!,2018-11-08T21:27:57Z,3017479,93600,9659
mkbhd,RED Hydrogen One Review: I Wanted this to be Great!,2018-11-02T19:17:53Z,3816209,86775,7967
mkbhd,2019 iPad Pro Impressions: Incredibly Thin!,2018-10-30T21:35:21Z,4911641,113447,12168
mkbhd,"OnePlus 6T Review: New Design, Same Price!",2018-10-29T16:02:49Z,7399403,144165,15633
mkbhd,My Pixel 3 Display Problem? Ask MKBHD V33!,2018-10-25T00:35:06Z,1574917,51280,4955
mkbhd,RED iPhone XR Unboxing & Giveaway!,2018-10-23T10:00:48Z,2442003,137737,336044
mkbhd,Google Pixel 3 XL Review: The Shadow of the Notch!,2018-10-19T16:40:46Z,3981230,100811,13755
mkbhd,Huawei Mate 20 Pro Impressions: Underrated?,2018-10-16T13:30:25Z,2664013,67085,9109
mkbhd,Pixel 3 XL Second Impression: Notch City!,2018-10-11T20:54:06Z,2026847,60980,6785
mkbhd,Razer Phone 2 Impressions!,2018-10-11T03:00:28Z,2393346,67884,4876
mkbhd,Google Pixel 3 Impressions!,2018-10-09T16:00:27Z,5210023,120513,18433
mkbhd,LG V40 Impressions: 5 Cameras on a Phone?!,2018-10-03T21:00:35Z,1874015,52887,5321
mkbhd,"iPhone ""Gates"" Explained!",2018-10-01T21:55:05Z,2752598,89220,10284
mkbhd,iPhone Xr Specs Letdown? Ask MKBHD V32!,2018-09-26T23:30:44Z,1652288,55326,6288
mkbhd,Apple Watch Series 4 Review: It's About Time!,2018-09-21T00:00:35Z,5382609,100886,7595
mkbhd,Apple iPhone Xs Review: A (S)mall Step Up!,2018-09-18T22:00:16Z,7427711,147079,12805
mkbhd,Gold iPhone Xs Max Unboxing!,2018-09-18T10:00:58Z,5163075,101628,7659
mkbhd,iPhone XR Impressions: All of the Colors!,2018-09-13T08:16:47Z,4442737,83466,12854
mkbhd,iPhone Xs and iPhone Xs Max Impressions!,2018-09-13T04:30:16Z,3178420,76512,9773
mkbhd,The Truth About the Pocophone F1!,2018-09-10T20:45:00Z,5618936,131980,12207
mkbhd,Living with a Supercar! [Auto Focus Ep 3],2018-09-06T01:03:21Z,2730331,77594,5815
mkbhd,RED Hydrogen One Unboxing! (Houdini Edition),2018-08-31T19:34:36Z,2687838,64774,5236
mkbhd,What's in my Tech Bag! [2018],2018-08-27T22:00:12Z,3873866,100746,3995
mkbhd,Is the Pocophone F1 Phone Legit? Matte Black AirPods? Ask MKBHD V31!,2018-08-24T21:16:15Z,2020060,57327,3176
mkbhd,Samsung Galaxy Note 9 Review: The Total Package!,2018-08-23T01:16:57Z,5339216,110984,11868
mkbhd,Tesla Factory Tour with Elon Musk!,2018-08-20T21:08:09Z,14268186,411849,19314
mkbhd,Talking Tech with Elon Musk!,2018-08-18T01:27:54Z,15289588,559217,27851
mkbhd,Samsung Galaxy Note 9 Impressions: Underrated!,2018-08-09T15:30:29Z,3562262,110211,15348
mkbhd,The 2019 iPhone X Models!,2018-08-07T21:05:43Z,3894012,74105,7803
mkbhd,Prime Picks! - The #1 Headphones on Amazon!,2018-08-03T23:35:51Z,2426303,57624,5337
mkbhd,Why I Don't Use the Pixel!,2018-08-01T19:03:26Z,4491343,112615,15415
mkbhd,Asus ROG Phone Impressions!,2018-07-25T20:45:40Z,3809705,98500,9607
mkbhd,i9 Macbook Pro 2018: Hottest Laptop on the Planet!,2018-07-21T02:43:23Z,3103743,74007,7242
mkbhd,Naming the new iPhone X? Ask MKBHD V30!,2018-07-16T20:25:58Z,1312329,45234,5468
mkbhd,Prime Picks! - The #1 Unlocked Smartphone on Amazon!,2018-07-13T22:44:01Z,1989049,59764,8813
mkbhd,The Truth About Colored Smartphones!,2018-07-05T19:35:26Z,2109649,69366,3995
mkbhd,Dear YouTube!,2018-06-29T19:00:23Z,1419763,79735,4084
mkbhd,$2400 Headphones? Sennheiser HD 820!,2018-06-27T22:16:09Z,3043191,90153,6641
mkbhd,Hot Ones is The Real Deal! Ask MKBHD V29!,2018-06-25T21:40:15Z,843632,32824,3210
mkbhd,Oppo Find X: Motorized Madness!,2018-06-22T19:19:14Z,6204310,90658,6832
mkbhd,On IGTV and YouTube Competition!,2018-06-21T01:48:27Z,1156324,54329,3948
mkbhd,Let's Talk About Smartphone Chins!,2018-06-19T18:25:18Z,1955006,72691,6061
mkbhd,Vivo NEX S Impressions: Truly Bezelless?,2018-06-15T19:51:59Z,2682432,62594,6333
